Country,Year,Value,Indicator,Color,Baseline
Tonga,1970,139.35,Agricultural Production Index,green,100.0
Tuvalu,1970,56.84,Agricultural Production Index,red,100.0
Vanuatu,1970,61.03,Agricultural Production Index,red,100.0
Cook Islands,1971,434.19,Agricultural Production Index,green,100.0
Fiji,1971,107.64,Agricultural Production Index,green,100.0
French Polynesia,1971,104.21,Agricultural Production Index,green,100.0
Kiribati,1971,47.14,Agricultural Production Index,red,100.0
Marshall Islands,1971,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1971,,Agricultural Production Index,gray,100.0
Nauru,1971,50.24,Agricultural Production Index,red,100.0
New Caledonia,1971,86.55,Agricultural Production Index,red,100.0
Niue,1971,88.49,Agricultural Production Index,red,100.0
Papua New Guinea,1971,38.9,Agricultural Production Index,red,100.0
Samoa,1971,92.05,Agricultural Production Index,red,100.0
Solomon Islands,1971,45.61,Agricultural Production Index,red,100.0
Tokelau,1971,46.84,Agricultural Production Index,red,100.0
Tonga,1971,143.92,Agricultural Production Index,green,100.0
Tuvalu,1971,75.06,Agricultural Production Index,red,100.0
Vanuatu,1971,66.15,Agricultural Production Index,red,100.0
Cook Islands,1972,409.64,Agricultural Production Index,green,100.0
Fiji,1972,97.07,Agricultural Production Index,red,100.0
French Polynesia,1972,96.17,Agricultural Production Index,red,100.0
Kiribati,1972,36.3,Agricultural Production Index,red,100.0
Marshall Islands,1972,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1972,,Agricultural Production Index,gray,100.0
Nauru,1972,50.67,Agricultural Production Index,red,100.0
New Caledonia,1972,90.94,Agricultural Production Index,red,100.0
Niue,1972,79.46,Agricultural Production Index,red,100.0
Papua New Guinea,1972,40.12,Agricultural Production Index,red,100.0
Samoa,1972,87.32,Agricultural Production Index,red,100.0
Solomon Islands,1972,44.65,Agricultural Production Index,red,100.0
Tokelau,1972,44.16,Agricultural Production Index,red,100.0
Tonga,1972,156.52,Agricultural Production Index,green,100.0
Tuvalu,1972,40.3,Agricultural Production Index,red,100.0
Vanuatu,1972,51.4,Agricultural Production Index,red,100.0
Cook Islands,1973,512.36,Agricultural Production Index,green,100.0
Fiji,1973,100.92,Agricultural Production Index,green,100.0
French Polynesia,1973,81.35,Agricultural Production Index,red,100.0
Kiribati,1973,46.84,Agricultural Production Index,red,100.0
Marshall Islands,1973,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1973,,Agricultural Production Index,gray,100.0
Nauru,1973,52.55,Agricultural Production Index,red,100.0
New Caledonia,1973,89.39,Agricultural Production Index,red,100.0
Niue,1973,86.9,Agricultural Production Index,red,100.0
Papua New Guinea,1973,40.62,Agricultural Production Index,red,100.0
Samoa,1973,85.26,Agricultural Production Index,red,100.0
Solomon Islands,1973,45.68,Agricultural Production Index,red,100.0
Tokelau,1973,45.62,Agricultural Production Index,red,100.0
Tonga,1973,147.8,Agricultural Production Index,green,100.0
Tuvalu,1973,36.42,Agricultural Production Index,red,100.0
Vanuatu,1973,57.32,Agricultural Production Index,red,100.0
Cook Islands,1974,486.38,Agricultural Production Index,green,100.0
Fiji,1974,93.3,Agricultural Production Index,red,100.0
French Polynesia,1974,76.66,Agricultural Production Index,red,100.0
Kiribati,1974,56.49,Agricultural Production Index,red,100.0
Marshall Islands,1974,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1974,,Agricultural Production Index,gray,100.0
Nauru,1974,54.79,Agricultural Production Index,red,100.0
New Caledonia,1974,71.88,Agricultural Production Index,red,100.0
Niue,1974,101.03,Agricultural Production Index,green,100.0
Papua New Guinea,1974,42.98,Agricultural Production Index,red,100.0
Samoa,1974,90.15,Agricultural Production Index,red,100.0
Solomon Islands,1974,46.85,Agricultural Production Index,red,100.0
Tokelau,1974,67.39,Agricultural Production Index,red,100.0
Tonga,1974,158.38,Agricultural Production Index,green,100.0
Tuvalu,1974,87.39,Agricultural Production Index,red,100.0
Vanuatu,1974,70.96,Agricultural Production Index,red,100.0
Cook Islands,1975,433.21,Agricultural Production Index,green,100.0
Fiji,1975,93.65,Agricultural Production Index,red,100.0
French Polynesia,1975,108.83,Agricultural Production Index,green,100.0
Kiribati,1975,35.46,Agricultural Production Index,red,100.0
Marshall Islands,1975,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1975,,Agricultural Production Index,gray,100.0
Nauru,1975,57.21,Agricultural Production Index,red,100.0
New Caledonia,1975,77.99,Agricultural Production Index,red,100.0
Niue,1975,98.2,Agricultural Production Index,red,100.0
Papua New Guinea,1975,43.56,Agricultural Production Index,red,100.0
Samoa,1975,89.15,Agricultural Production Index,red,100.0
Solomon Islands,1975,48.45,Agricultural Production Index,red,100.0
Tokelau,1975,73.45,Agricultural Production Index,red,100.0
Tonga,1975,169.43,Agricultural Production Index,green,100.0
Tuvalu,1975,44.11,Agricultural Production Index,red,100.0
Vanuatu,1975,69.95,Agricultural Production Index,red,100.0
Cook Islands,1976,449.73,Agricultural Production Index,green,100.0
Fiji,1976,96.58,Agricultural Production Index,red,100.0
French Polynesia,1976,100.77,Agricultural Production Index,green,100.0
Kiribati,1976,45.68,Agricultural Production Index,red,100.0
Marshall Islands,1976,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1976,,Agricultural Production Index,gray,100.0
Nauru,1976,39.66,Agricultural Production Index,red,100.0
New Caledonia,1976,70.19,Agricultural Production Index,red,100.0
Niue,1976,89.07,Agricultural Production Index,red,100.0
Papua New Guinea,1976,44.74,Agricultural Production Index,red,100.0
Samoa,1976,88.81,Agricultural Production Index,red,100.0
Solomon Islands,1976,50.76,Agricultural Production Index,red,100.0
Tokelau,1976,43.77,Agricultural Production Index,red,100.0
Tonga,1976,167.52,Agricultural Production Index,green,100.0
Tuvalu,1976,36.75,Agricultural Production Index,red,100.0
Vanuatu,1976,74.81,Agricultural Production Index,red,100.0
Cook Islands,1977,414.17,Agricultural Production Index,green,100.0
Fiji,1977,109.14,Agricultural Production Index,green,100.0
French Polynesia,1977,89.39,Agricultural Production Index,red,100.0
Kiribati,1977,46.27,Agricultural Production Index,red,100.0
Marshall Islands,1977,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1977,,Agricultural Production Index,gray,100.0
Nauru,1977,48.42,Agricultural Production Index,red,100.0
New Caledonia,1977,72.59,Agricultural Production Index,red,100.0
Niue,1977,99.96,Agricultural Production Index,red,100.0
Papua New Guinea,1977,45.22,Agricultural Production Index,red,100.0
Samoa,1977,93.33,Agricultural Production Index,red,100.0
Solomon Islands,1977,52.48,Agricultural Production Index,red,100.0
Tokelau,1977,34.16,Agricultural Production Index,red,100.0
Tonga,1977,160.35,Agricultural Production Index,green,100.0
Tuvalu,1977,51.04,Agricultural Production Index,red,100.0
Vanuatu,1977,80.6,Agricultural Production Index,red,100.0
Cook Islands,1978,397.89,Agricultural Production Index,green,100.0
Fiji,1978,111.77,Agricultural Production Index,green,100.0
French Polynesia,1978,84.18,Agricultural Production Index,red,100.0
Kiribati,1978,53.33,Agricultural Production Index,red,100.0
Marshall Islands,1978,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1978,,Agricultural Production Index,gray,100.0
Nauru,1978,52.56,Agricultural Production Index,red,100.0
New Caledonia,1978,71.81,Agricultural Production Index,red,100.0
Niue,1978,101.94,Agricultural Production Index,green,100.0
Papua New Guinea,1978,46.51,Agricultural Production Index,red,100.0
Samoa,1978,87.86,Agricultural Production Index,red,100.0
Solomon Islands,1978,55.24,Agricultural Production Index,red,100.0
Tokelau,1978,30.97,Agricultural Production Index,red,100.0
Tonga,1978,141.55,Agricultural Production Index,green,100.0
Tuvalu,1978,91.2,Agricultural Production Index,red,100.0
Vanuatu,1978,85.06,Agricultural Production Index,red,100.0
Cook Islands,1979,402.62,Agricultural Production Index,green,100.0
Fiji,1979,136.61,Agricultural Production Index,green,100.0
French Polynesia,1979,89.63,Agricultural Production Index,red,100.0
Kiribati,1979,49.15,Agricultural Production Index,red,100.0
Marshall Islands,1979,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1979,,Agricultural Production Index,gray,100.0
Nauru,1979,56.36,Agricultural Production Index,red,100.0
New Caledonia,1979,73.33,Agricultural Production Index,red,100.0
Niue,1979,107.4,Agricultural Production Index,green,100.0
Papua New Guinea,1979,47.11,Agricultural Production Index,red,100.0
Samoa,1979,99.57,Agricultural Production Index,red,100.0
Solomon Islands,1979,61.97,Agricultural Production Index,red,100.0
Tokelau,1979,40.96,Agricultural Production Index,red,100.0
Tonga,1979,141.3,Agricultural Production Index,green,100.0
Tuvalu,1979,95.73,Agricultural Production Index,red,100.0
Vanuatu,1979,84.22,Agricultural Production Index,red,100.0
Cook Islands,1980,404.2,Agricultural Production Index,green,100.0
Fiji,1980,126.01,Agricultural Production Index,green,100.0
French Polynesia,1980,107.14,Agricultural Production Index,green,100.0
Kiribati,1980,45.13,Agricultural Production Index,red,100.0
Marshall Islands,1980,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1980,,Agricultural Production Index,gray,100.0
Nauru,1980,60.32,Agricultural Production Index,red,100.0
New Caledonia,1980,79.37,Agricultural Production Index,red,100.0
Niue,1980,105.69,Agricultural Production Index,green,100.0
Papua New Guinea,1980,48.85,Agricultural Production Index,red,100.0
Samoa,1980,103.11,Agricultural Production Index,green,100.0
Solomon Islands,1980,63.03,Agricultural Production Index,red,100.0
Tokelau,1980,45.11,Agricultural Production Index,red,100.0
Tonga,1980,152.53,Agricultural Production Index,green,100.0
Tuvalu,1980,92.63,Agricultural Production Index,red,100.0
Vanuatu,1980,74.06,Agricultural Production Index,red,100.0
Cook Islands,1981,437.69,Agricultural Production Index,green,100.0
Fiji,1981,138.36,Agricultural Production Index,green,100.0
French Polynesia,1981,95.43,Agricultural Production Index,red,100.0
Kiribati,1981,56.13,Agricultural Production Index,red,100.0
Marshall Islands,1981,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1981,,Agricultural Production Index,gray,100.0
Nauru,1981,64.77,Agricultural Production Index,red,100.0
New Caledonia,1981,72.69,Agricultural Production Index,red,100.0
Niue,1981,112.09,Agricultural Production Index,green,100.0
Papua New Guinea,1981,49.32,Agricultural Production Index,red,100.0
Samoa,1981,98.73,Agricultural Production Index,red,100.0
Solomon Islands,1981,68.68,Agricultural Production Index,red,100.0
Tokelau,1981,49.21,Agricultural Production Index,red,100.0
Tonga,1981,148.62,Agricultural Production Index,green,100.0
Tuvalu,1981,91.84,Agricultural Production Index,red,100.0
Vanuatu,1981,87.79,Agricultural Production Index,red,100.0
Cook Islands,1982,404.86,Agricultural Production Index,green,100.0
Fiji,1982,142.04,Agricultural Production Index,green,100.0
French Polynesia,1982,103.88,Agricultural Production Index,green,100.0
Kiribati,1982,52.44,Agricultural Production Index,red,100.0
Marshall Islands,1982,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1982,,Agricultural Production Index,gray,100.0
Nauru,1982,66.8,Agricultural Production Index,red,100.0
New Caledonia,1982,72.42,Agricultural Production Index,red,100.0
Niue,1982,104.99,Agricultural Production Index,green,100.0
Papua New Guinea,1982,49.79,Agricultural Production Index,red,100.0
Samoa,1982,110.93,Agricultural Production Index,green,100.0
Solomon Islands,1982,67.91,Agricultural Production Index,red,100.0
Tokelau,1982,54.23,Agricultural Production Index,red,100.0
Tonga,1982,118.73,Agricultural Production Index,green,100.0
Tuvalu,1982,64.44,Agricultural Production Index,red,100.0
Vanuatu,1982,78.07,Agricultural Production Index,red,100.0
Cook Islands,1983,353.24,Agricultural Production Index,green,100.0
Fiji,1983,107.07,Agricultural Production Index,green,100.0
French Polynesia,1983,77.08,Agricultural Production Index,red,100.0
Kiribati,1983,44.08,Agricultural Production Index,red,100.0
Marshall Islands,1983,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1983,,Agricultural Production Index,gray,100.0
Nauru,1983,64.85,Agricultural Production Index,red,100.0
New Caledonia,1983,78.08,Agricultural Production Index,red,100.0
Niue,1983,111.07,Agricultural Production Index,green,100.0
Papua New Guinea,1983,51.81,Agricultural Production Index,red,100.0
Samoa,1983,103.07,Agricultural Production Index,green,100.0
Solomon Islands,1983,67.87,Agricultural Production Index,red,100.0
Tokelau,1983,56.26,Agricultural Production Index,red,100.0
Tonga,1983,119.34,Agricultural Production Index,green,100.0
Tuvalu,1983,67.65,Agricultural Production Index,red,100.0
Vanuatu,1983,84.75,Agricultural Production Index,red,100.0
Cook Islands,1984,364.37,Agricultural Production Index,green,100.0
Fiji,1984,153.79,Agricultural Production Index,green,100.0
French Polynesia,1984,71.14,Agricultural Production Index,red,100.0
Kiribati,1984,62.77,Agricultural Production Index,red,100.0
Marshall Islands,1984,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1984,,Agricultural Production Index,gray,100.0
Nauru,1984,59.32,Agricultural Production Index,red,100.0
New Caledonia,1984,76.45,Agricultural Production Index,red,100.0
Niue,1984,105.31,Agricultural Production Index,green,100.0
Papua New Guinea,1984,53.04,Agricultural Production Index,red,100.0
Samoa,1984,99.35,Agricultural Production Index,red,100.0
Solomon Islands,1984,77.04,Agricultural Production Index,red,100.0
Tokelau,1984,56.06,Agricultural Production Index,red,100.0
Tonga,1984,120.61,Agricultural Production Index,green,100.0
Tuvalu,1984,71.89,Agricultural Production Index,red,100.0
Vanuatu,1984,93.86,Agricultural Production Index,red,100.0
Cook Islands,1985,359.76,Agricultural Production Index,green,100.0
Fiji,1985,130.75,Agricultural Production Index,green,100.0
French Polynesia,1985,91.93,Agricultural Production Index,red,100.0
Kiribati,1985,63.22,Agricultural Production Index,red,100.0
Marshall Islands,1985,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1985,,Agricultural Production Index,gray,100.0
Nauru,1985,62.78,Agricultural Production Index,red,100.0
New Caledonia,1985,86.27,Agricultural Production Index,red,100.0
Niue,1985,106.1,Agricultural Production Index,green,100.0
Papua New Guinea,1985,55.16,Agricultural Production Index,red,100.0
Samoa,1985,104.4,Agricultural Production Index,green,100.0
Solomon Islands,1985,79.85,Agricultural Production Index,red,100.0
Tokelau,1985,58.22,Agricultural Production Index,red,100.0
Tonga,1985,117.25,Agricultural Production Index,green,100.0
Tuvalu,1985,75.48,Agricultural Production Index,red,100.0
Vanuatu,1985,86.84,Agricultural Production Index,red,100.0
Cook Islands,1986,324.97,Agricultural Production Index,green,100.0
Fiji,1986,156.2,Agricultural Production Index,green,100.0
French Polynesia,1986,91.55,Agricultural Production Index,red,100.0
Kiribati,1986,67.6,Agricultural Production Index,red,100.0
Marshall Islands,1986,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1986,,Agricultural Production Index,gray,100.0
Nauru,1986,64.71,Agricultural Production Index,red,100.0
New Caledonia,1986,81.68,Agricultural Production Index,red,100.0
Niue,1986,108.66,Agricultural Production Index,green,100.0
Papua New Guinea,1986,54.46,Agricultural Production Index,red,100.0
Samoa,1986,105.3,Agricultural Production Index,green,100.0
Solomon Islands,1986,78.79,Agricultural Production Index,red,100.0
Tokelau,1986,60.4,Agricultural Production Index,red,100.0
Tonga,1986,127.66,Agricultural Production Index,green,100.0
Tuvalu,1986,70.99,Agricultural Production Index,red,100.0
Vanuatu,1986,90.11,Agricultural Production Index,red,100.0
Cook Islands,1987,287.04,Agricultural Production Index,green,100.0
Fiji,1987,128.01,Agricultural Production Index,green,100.0
French Polynesia,1987,92.33,Agricultural Production Index,red,100.0
Kiribati,1987,71.92,Agricultural Production Index,red,100.0
Marshall Islands,1987,,Agricultural Production Index,gray,100.0
Micronesia (Federated States of),1987,,Agricultural Production Index,gray,100.0
Nauru,1987,66.56,Agricultural Production Index,red,100.0
New Caledonia,1987,73.47,Agricultural Production Index,red,100.0
Niue,1987,110.64,Agricultural Production Index,green,100.0
Papua New Guinea,1987,56.7,Agricultural Production Index,red,100.0
Samoa,1987,101.79,Agricultural Production Index,green,100.0
Solomon Islands,1987,63.12,Agricultural Production Index,red,100.0
Tokelau,1987,64.53,Agricultural Production Index,red,100.0
Tonga,1987,113.95,Agricultural Production Index,green,100.0
Tuvalu,1987,64.68,Agricultural Production Index,red,100.0
Vanuatu,1987,91.82,Agricultural Production Index,red,100.0
Cook Islands,1988,304.22,Agricultural Production Index,green,100.0
Fiji,1988,132.0,Agricultural Production Index,green,100.0
